"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.16","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.9995,0.975328357345368,86415,0.976287262872629,85608,0.191063979345679,192754,0.189411456032744,192754
"1.26","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.999,0.975223175718482,86815,0.976184108008791,85993,0.192198359845747,192754,0.190527213294019,192754
"1.36","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.995,0.97482533942461,93467,0.97578389121113,92583,0.210999754492593,192754,0.209208345400085,192754
"1.46","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.99,0.974731510748812,108198,0.975649593071007,107144,0.2614769553679,192754,0.259333655527623,192754
"1.56","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.95,0.955824776978589,167809,0.957136439793118,164732,0.514398156005885,192754,0.506726518424634,192754
"17","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.9999,0.975328357345368,86415,0.976254810447883,85491,0.191063979345679,192754,0.189167744198609,192754
"1.17","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.9995,0.975328357345368,86415,0.976254810447883,85491,0.191063979345679,192754,0.189167744198609,192754
"1.27","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.999,0.975223175718482,86815,0.976150549655301,85872,0.192198359845747,192754,0.190282906120067,192754
"1.37","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.995,0.97482533942461,93467,0.975767803632666,92439,0.210999754492593,192754,0.208925879427257,192754
"1.47","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.99,0.974731510748812,108198,0.975681588690677,106956,0.2614769553679,192754,0.258953143741709,192754
"1.57","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.95,0.955824776978589,167809,0.957269074346201,164003,0.514398156005885,192754,0.504842969863072,192754
