"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.45","Markov",1,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.99,0.991480402150863,2847787,0.992679252851269,2802173,0.602056743905441,2983935,0.592946875246781,2983935
"1.55","Markov",1,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.95,0.971855134474328,2944800,0.974861091267291,2785642,0.776151550736841,2983935,0.738368058160054,2983935
"16","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.9999,0.994310877443289,1735417,0.994972520991516,1716765,0.201436078886538,2979796,0.198461421664535,2979796
"1.16","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.9995,0.994310877443289,1735417,0.994972520991516,1716765,0.201436078886538,2979796,0.198461421664535,2979796
"1.26","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.999,0.995133769202273,2205403,0.995716075722171,2185146,0.281623898913693,2979796,0.278484596983835,2979796
"1.36","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.995,0.993733014479721,2764487,0.994566474665511,2731928,0.520258710212962,2979796,0.514259021874778,2979796
"1.46","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.99,0.99126134930555,2860968,0.992476970517358,2813893,0.609821074743525,2979796,0.600301184356528,2979796
"1.56","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.95,0.97485483912552,2947764,0.977821125531189,2805733,0.780112765997534,2979796,0.746633336659629,2979796
"17","Markov",1,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.9999,0.994078656599538,1735417,0.994777468406656,1716026,0.202966867221062,2983935,0.199875776960888,2983935
"1.17","Markov",1,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.9995,0.994078656599538,1735417,0.994777468406656,1716026,0.202966867221062,2983935,0.199875776960888,2983935
"1.27","Markov",1,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.999,0.994941060658755,2205403,0.995554318482196,2184367,0.283192404939695,2983935,0.279936760749626,2983935
"1.37","Markov",1,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.995,0.993507656212527,2764487,0.994387747815576,2730811,0.520680435209902,2983935,0.51450341420096,2983935
"1.47","Markov",1,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.99,0.990969140514679,2860968,0.992255377341014,2812403,0.60934866427747,2983935,0.599577288708187,2983935
"1.57","Markov",1,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.95,0.972610086831917,2947764,0.975660326557852,2793012,0.778489631636043,2983935,0.741810191704034,2983935
