"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.52","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.95,0.924824218354238,49351,0.935418033384357,41157,0.359269143350815,71478,0.305743161026222,71478
"13","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9999,0.942940984675579,33737,0.943879225467673,33517,0.212268357824935,71478,0.210958696730157,71478
"1.13","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9995,0.942940984675579,33737,0.943879225467673,33517,0.212268357824935,71478,0.210958696730157,71478
"1.23","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.999,0.942857142857143,33775,0.943820224719101,33553,0.212688317994194,71478,0.211366221060572,71478
"1.33","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.995,0.941728621867555,34837,0.94279685512776,34596,0.221845176638445,71478,0.220459231907133,71478
"1.43","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.99,0.940068255597791,36041,0.941275120887721,35777,0.232566097902676,71478,0.231082916240407,71478
"1.53","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.95,0.924824218354238,49351,0.92658425077393,48777,0.359269143350815,71478,0.355802588307627,71478
"14","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.9999,0.942940984675579,33737,0.944209611176065,33357,0.212268357824935,71478,0.210049071576949,71478
"1.14","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.9995,0.942940984675579,33737,0.944209611176065,33357,0.212268357824935,71478,0.210049071576949,71478
"1.24","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.999,0.942857142857143,33775,0.944148298993771,33392,0.212688317994194,71478,0.210446602822578,71478
"1.34","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.995,0.941728621867555,34837,0.94312438273398,34426,0.221845176638445,71478,0.219499941097204,71478
"1.44","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.99,0.940068255597791,36041,0.941587997302765,35592,0.232566097902676,71478,0.230000111591814,71478
"1.54","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.95,0.924824218354238,49351,0.926850970492075,48326,0.359269143350815,71478,0.353044828137143,71478
"15","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.9999,0.942940984675579,33737,0.94415037593985,33250,0.212268357824935,71478,0.2094030469571,71478
"1.15","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.9995,0.942940984675579,33737,0.94415037593985,33250,0.212268357824935,71478,0.2094030469571,71478
"1.25","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.999,0.942857142857143,33775,0.94408724912871,33284,0.212688317994194,71478,0.209790585117944,71478
"1.35","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.995,0.941728621867555,34837,0.943050333712221,34311,0.221845176638445,71478,0.218800841085973,71478
"1.45","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.99,0.940068255597791,36041,0.941518159260095,35464,0.232566097902676,71478,0.22922688573521,71478
"1.55","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.95,0.924824218354238,49351,0.92681145813774,47931,0.359269143350815,71478,0.350574157116957,71478
"16","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.9999,0.942940984675579,33737,0.944323737099403,33138,0.212268357824935,71478,0.208833058244418,71478
"1.16","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.9995,0.942940984675579,33737,0.944323737099403,33138,0.212268357824935,71478,0.208833058244418,71478
"1.26","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.999,0.942857142857143,33775,0.944258539085346,33171,0.212688317994194,71478,0.209210233206225,71478
"1.36","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.995,0.941728621867555,34837,0.943256603000965,34189,0.221845176638445,71478,0.218173003096533,71478
"1.46","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.99,0.940068255597791,36041,0.941722566584586,35331,0.232566097902676,71478,0.228534973747118,71478
"1.56","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.95,0.924824218354238,49351,0.926956960534892,47561,0.359269143350815,71478,0.348345075508886,71478
"17","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.9999,0.942940984675579,33737,0.944320106460198,33064,0.212268357824935,71478,0.208432011169383,71478
"1.17","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.9995,0.942940984675579,33737,0.944320106460198,33064,0.212268357824935,71478,0.208432011169383,71478
"1.27","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.999,0.942857142857143,33775,0.944253081943437,33096,0.212688317994194,71478,0.208798822932153,71478
"1.37","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.995,0.941728621867555,34837,0.943297760056292,34108,0.221845176638445,71478,0.217749794545195,71478
"1.47","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.99,0.940068255597791,36041,0.941743991373684,35241,0.232566097902676,71478,0.228054625206173,71478
"1.57","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.95,0.924824218354238,49351,0.927018107970892,47272,0.359269143350815,71478,0.346451185314116,71478
