"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.43","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.99,0.864800151723484,42182,0.887244412743699,33648,0.382013323553863,56808,0.313679037611309,56808
"1.53","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.95,0.83552772196811,46786,0.860571983103094,35036,0.447285883969444,56808,0.349601307701142,56808
"14","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9999,0.86550474464737,41942,0.890518549370779,33613,0.363477192717127,56413,0.29913596074019,56413
"1.14","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9995,0.855497865466713,43335,0.882244034324674,34028,0.38507139343632,56413,0.31200610536443,56413
"1.24","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.999,0.849819346922081,44007,0.876746843230891,34133,0.395013981996249,56413,0.316408538540769,56413
"1.34","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.995,0.833525182981126,46043,0.863760217983651,34498,0.424450728771688,56413,0.331300243391762,56413
"1.44","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.99,0.82438879582706,47161,0.854626313965577,34628,0.440956788799503,56413,0.338294474926929,56413
"1.54","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.95,0.790094058816526,50394,0.824235362656569,34330,0.487474927360803,56413,0.352690103476218,56413
"15","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9999,0.868532735682609,41942,0.892878268070508,33812,0.354905230952806,56989,0.293657468670342,56989
"1.15","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9995,0.858890042690666,43335,0.884671532846715,34250,0.376240702243649,56989,0.306457826325169,56989
"1.25","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.999,0.853364237507669,44007,0.87933893916029,34369,0.386075753883725,56989,0.310992493773735,56989
"1.35","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.995,0.837499728514649,46043,0.866712687318434,34767,0.415219069883708,56989,0.326187138074389,56989
"1.45","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.99,0.828820423655139,47161,0.857903627566066,34927,0.431765483561906,56989,0.333469721091003,56989
"1.55","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.95,0.795967773941342,50394,0.828309871318767,34737,0.478639110682033,56989,0.349348424072618,56989
"16","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9999,0.862336127962193,44013,0.885810171241718,34863,0.373702396046639,56413,0.303360816540245,56413
"1.16","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9995,0.851955553595838,45358,0.878356895474933,35226,0.394219568195739,56413,0.315918175297045,56413
"1.26","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.999,0.846638427283589,46035,0.873911075913565,35356,0.405075180201548,56413,0.322055771238315,56413
"1.36","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.995,0.830827854779951,47762,0.86032810914421,35476,0.434610300963538,56413,0.337187775907073,56413
"1.46","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.99,0.822630973887338,48712,0.852668017561635,35532,0.450408127875609,56413,0.344128594473302,56413
"1.56","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.95,0.7949126522998,51461,0.826677610166134,35333,0.496076338436509,56413,0.361377190101222,56413
"17","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9999,0.858428191670643,44013,0.883198614318707,34640,0.369178591055762,56989,0.298177279481354,56989
"1.17","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9995,0.847634375413378,45358,0.875393149196546,34974,0.38894653269011,56989,0.30984919750139,56989
"1.27","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.999,0.842076680786358,46035,0.870877633041644,35083,0.399399604297337,56989,0.31556799891902,56989
"1.37","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.995,0.825572630961853,47762,0.856703759569684,35137,0.427704846160726,56989,0.329198063206447,56989
"1.47","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.99,0.817088191821317,48712,0.848737345011944,35164,0.44286853541173,56989,0.335374326736504,56989
"1.57","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.95,0.787858766833136,51461,0.820917810579519,34822,0.486060304452304,56989,0.349266668765781,56989
