"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.81","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_jobs",0.95,0.912404651744404,55979,0.920178849144635,51440,0.489372198155134,70709,0.455802652581783,70709
"12","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.9999,0.957961348597836,38084,0.960630133297428,37135,0.276195981983504,70709,0.269619980136842,70709
"1.12","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.9997,0.95647324257865,39447,0.959394034046541,38418,0.29204010891846,70709,0.284864091931746,70709
"1.22","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.9995,0.955184392041635,40159,0.958231980540264,39055,0.300654975709312,70709,0.292884192347887,70709
"1.32","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.999,0.953631615851447,41359,0.95670971434259,40188,0.315038355522315,70709,0.306641300144966,70709
"1.42","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.997,0.950112771677222,43894,0.953449127428383,42518,0.345843919909599,70709,0.335827742756543,70709
"1.52","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.995,0.947911853367659,45447,0.951325369738339,43950,0.364765885693544,70709,0.353780318240869,70709
"1.62","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.99,0.943530690296558,47849,0.947339594811505,46102,0.395645261789091,70709,0.382701936002871,70709
"1.72","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.97,0.935400626509662,52992,0.939781849740626,50699,0.467737243806405,70709,0.450140760607955,70709
"1.82","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.95,0.929120741706711,55979,0.934152497841835,53286,0.512613215071867,70709,0.491308433428788,70709
"13","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.9999,0.962935503473525,38084,0.964819944246534,37495,0.283446812225791,70709,0.279295547051817,70709
"1.13","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.9997,0.961769317963705,39447,0.963770543642819,38814,0.299920584681782,70709,0.295372841208504,70709
"1.23","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.9995,0.960740387317556,40159,0.962848622874074,39487,0.309064892265786,70709,0.304168562775632,70709
"1.33","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.999,0.959500422548671,41359,0.961550896313062,40648,0.324067655901071,70709,0.318767019511983,70709
"1.43","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.997,0.956756808067921,43894,0.95896299846647,43069,0.356483150949607,70709,0.350244384254714,70709
"1.53","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.995,0.954956414431462,45447,0.957172282301929,44544,0.376328552196033,70709,0.36937634783711,70709
"1.63","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.99,0.951509821571631,47849,0.953954033494366,46811,0.409362907502376,70709,0.401286797100735,70709
"1.73","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.97,0.945047590292156,52992,0.947997564144053,51649,0.485709623639439,70709,0.474866287983092,70709
"1.83","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.95,0.940022948656767,55979,0.943477203051554,54411,0.533795866102161,70709,0.520776732528575,70709
"14","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.9999,0.959945340125337,38084,0.962524668274104,37208,0.278198918914608,70709,0.272376615725902,70709
"1.14","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.9997,0.958727261533559,39447,0.96146844667698,38507,0.294418198811314,70709,0.288053765992243,70709
"1.24","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.9995,0.957657300326441,40159,0.96056725854527,39157,0.303326338081844,70709,0.296455625782459,70709
"1.34","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.999,0.956331811237031,41359,0.959209753353025,40287,0.317991371862759,70709,0.310469949879211,70709
"1.44","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.997,0.953352638499242,43894,0.956465459030208,42665,0.349644779335196,70709,0.34084487382157,70709
"1.54","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.995,0.951467041147878,45447,0.954774615624592,44113,0.369059342813652,70709,0.359379912861906,70709
"1.64","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.99,0.947731529444313,47849,0.951366231018787,46324,0.401088446054053,70709,0.389852668741953,70709
"1.74","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.97,0.940855740129687,52992,0.945208982423138,51033,0.475585207264529,70709,0.460620489561102,70709
"1.84","Multinomial(max.avg.min.sd.median)",40,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.95,0.93562773114748,55979,0.940536867774903,53719,0.522493980390081,70709,0.504665675637914,70709
