"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"14","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.9999,0.964955188601819,121844,0.969953478610654,114356,0.281281004649496,192754,0.264934519414244,192754
"1.14","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.9995,0.964955188601819,121844,0.969953478610654,114356,0.281281004649496,192754,0.264934519414244,192754
"1.24","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.999,0.964972454383969,122161,0.96994461645807,114655,0.282113051703965,192754,0.26572518295067,192754
"1.34","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.995,0.964296692123992,126879,0.969273602045623,118888,0.300338429730441,192754,0.28277512391079,192754
"1.44","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.99,0.963486729405247,137183,0.968449856554821,128272,0.342793999578387,192754,0.322680927040004,192754
"1.54","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.95,0.941960579143114,175846,0.948221873590742,157441,0.5580443180888,192754,0.505623553093163,192754
"15","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.9999,0.966161649322084,121844,0.970999319478616,114618,0.27528768522387,193709,0.259914319983058,193709
"1.15","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.9995,0.966161649322084,121844,0.970999319478616,114618,0.27528768522387,193709,0.259914319983058,193709
"1.25","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.999,0.966175784415648,122161,0.970987756380692,114917,0.276096859595244,193709,0.260680152070429,193709
"1.35","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.995,0.965549854585865,126879,0.970353276831417,119170,0.293817638686931,193709,0.277300617579248,193709
"1.45","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.99,0.964820713936858,137183,0.969602003203882,128594,0.335475721338644,193709,0.316536437707331,193709
"1.55","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.95,0.944002138234592,175846,0.949932298191666,158046,0.546920790379747,193709,0.497258864660797,193709
"16","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.9999,0.964604947514783,130894,0.96883027915739,122619,0.29751791460236,192754,0.27983869213557,192754
"1.16","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.9995,0.964604947514783,130894,0.96883027915739,122619,0.29751791460236,192754,0.27983869213557,192754
"1.26","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.999,0.964608927890118,131050,0.968834765609091,122765,0.298076977031384,192754,0.280377245648041,192754
"1.36","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.995,0.964099115410481,135317,0.968263747373742,126606,0.314444998721627,192754,0.295694747068646,192754
"1.46","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.99,0.963591746448692,144665,0.967744560593618,135171,0.35344664079563,192754,0.332487741246287,192754
"1.56","Markov",15,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.95,0.94345579793341,177684,0.949252870319858,159477,0.552696665767837,192754,0.502186284605761,192754
"17","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.9999,0.963298546915825,130894,0.967808913448648,122332,0.297313957373065,193709,0.279003700841012,193709
"1.17","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.9995,0.963298546915825,130894,0.967808913448648,122332,0.297313957373065,193709,0.279003700841012,193709
"1.27","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.999,0.963304082411293,131050,0.96781462793318,122478,0.297864412419434,193709,0.279531827468714,193709
"1.37","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.995,0.96287236636934,135317,0.96730018760241,126331,0.31410184474205,193709,0.294746107200286,193709
"1.47","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.99,0.962340579960599,144665,0.966723018062105,134868,0.352970671586844,193709,0.331339606721967,193709
"1.57","Markov",15,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.95,0.941604196213503,177684,0.947626779443417,158898,0.549779695670644,193709,0.497940893143078,193709
