"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.11","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_jobs",0.9997,0.989740406477981,143378,0.990385427517667,142076,0.213036741443137,291276,0.211246259042547,291276
"1.21","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_jobs",0.9995,0.989167566837699,148120,0.989844825940521,146674,0.223715647178676,291276,0.221729163765915,291276
"1.31","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_jobs",0.999,0.98838991004335,156631,0.98909977993043,154951,0.242940719251709,291276,0.240596177712918,291276
"1.41","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_jobs",0.997,0.986747450564094,177098,0.987577817449419,174768,0.291764686747015,291276,0.288425034824207,291276
"1.51","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_jobs",0.995,0.985495694853751,190702,0.986416152671268,187907,0.326326133163246,291276,0.322217599384128,291276
"1.61","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_jobs",0.99,0.982992445268179,212582,0.983966703205702,208909,0.388694944960028,291276,0.383076624027146,291276
"1.71","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_jobs",0.97,0.97552663690954,249128,0.976702944020409,243035,0.519622563733536,291276,0.509215109161715,291276
"1.81","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_jobs",0.95,0.969423741207207,262573,0.9708278395178,254832,0.586486192768269,291276,0.572278790025818,291276
"12","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.9999,0.992157159522157,135442,0.992585956164953,134778,0.197520509093089,291276,0.196573503790025,291276
"1.12","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.9997,0.991572974933393,143378,0.992028345219812,142599,0.21473820986013,291276,0.213634554109531,291276
"1.22","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.9995,0.991081555495544,148120,0.991557220079318,147256,0.225555373699867,291276,0.224355421550737,291276
"1.32","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.999,0.990458466076319,156631,0.9909422384991,155640,0.245043510758928,291276,0.243621373513521,291276
"1.42","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.997,0.989167014873121,177098,0.989725520765174,175751,0.294545052812158,291276,0.292537361338198,291276
"1.52","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.995,0.988142494572684,190702,0.988718275521051,189089,0.32960336692195,291276,0.327139658229878,291276
"1.62","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.99,0.986128882031404,212582,0.986770770970531,210462,0.392922595659433,291276,0.389592759434351,291276
"1.72","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.97,0.980389598921037,249128,0.981160157999756,245570,0.526818054421034,291276,0.520583032979573,291276
"1.82","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","4_jobs",0.95,0.975942880646525,262573,0.976819293167649,258081,0.596155348887645,291276,0.587709937041041,291276
"13","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.9999,0.993061051963202,135442,0.993431107013908,134974,0.198536337071385,291276,0.19789515657813,291276
"1.13","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.9997,0.992571148094049,143378,0.99296468342311,142842,0.215932116456243,291276,0.215192456540983,291276
"1.23","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.9995,0.992142692379409,148120,0.992558819741471,147527,0.226867007242215,291276,0.226063777666938,291276
"1.33","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.999,0.991597000350536,156631,0.992009173409935,155958,0.246524229782456,291276,0.245590061715779,291276
"1.43","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.997,0.990508517210541,177098,0.990952597175318,176185,0.296536048286533,291276,0.295188729136021,291276
"1.53","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.995,0.989652782251641,190702,0.990097776360029,189659,0.332064542965838,291276,0.330511678011373,291276
"1.63","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.99,0.988001310754707,212582,0.988487841945289,211265,0.396331618277768,291276,0.394318975820211,291276
"1.73","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.97,0.983504188801014,249128,0.984075377647639,247062,0.533120038635643,291276,0.529586649764212,291276
"1.83","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","1_cores",0.95,0.980252936008907,262573,0.980912273985824,260108,0.604927904119365,291276,0.600335954866706,291276
"14","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.9999,0.99234930819096,135442,0.992767171938259,134779,0.197625881403243,291276,0.196734712802241,291276
"1.14","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.9997,0.991818180912393,143378,0.992263699583869,142606,0.214920416744317,291276,0.213881383678351,291276
"1.24","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.9995,0.991363469773543,148120,0.991834942449795,147271,0.225775512582205,291276,0.224641474036183,291276
"1.34","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.999,0.990769585537863,156631,0.991250809212974,155648,0.245280102382946,291276,0.243949743839418,291276
"1.44","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.997,0.989599126983231,177098,0.990149152727875,175777,0.294965197175136,291276,0.293107123774407,291276
"1.54","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.995,0.988682204746273,190702,0.989241041218551,189152,0.330196415530712,291276,0.327966499680599,291276
"1.64","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.99,0.98692559420208,212582,0.987530534306271,210614,0.393981158752671,291276,0.391038038814308,291276
"1.74","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.97,0.982107572164089,249128,0.982802238369083,246055,0.529516449950891,291276,0.524390743942288,291276
"1.84","Multinomial(max.avg.min.sd.median)",10,1,"max",0.99,"fixed",3.125,2000,3,"1,2","2_cores",0.95,0.978620009165705,262573,0.979431669518888,258946,0.60058268499628,291276,0.593982277976574,291276
