"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.12","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.997848306925671,2330258,0.99826062834478,2321528,0.430169207850381,2964332,0.428678152592973,2964332
"1.22","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.997722412476336,2502209,0.998141773344499,2492161,0.48601502994655,2964332,0.484262604167043,2964332
"1.32","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.99666291549841,2771581,0.997177246486714,2754757,0.614995129037342,2964332,0.611852280603672,2964332
"1.42","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.995530080603014,2824212,0.996164547105595,2800973,0.664443321010402,2964332,0.659939263117381,2964332
"1.52","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.98757902576239,2908387,0.989024100856455,2840314,0.780521599986973,2964332,0.765358130116319,2964332
"13","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.998002407629615,2053472,0.998412404452304,2046491,0.344723507040126,2967815,0.343578624383533,2967815
"1.13","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.997802389263335,2330258,0.998221276786391,2321328,0.429242304762775,2967815,0.427709484401282,2967815
"1.23","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.99766206579866,2502209,0.998089397419784,2491884,0.48469166448534,2967815,0.482881653176958,2967815
"1.33","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.996534829759621,2771581,0.997065107200019,2754104,0.61300374636106,2967815,0.609720313217586,2967815
"1.43","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.995273371829027,2824212,0.995939816268381,2799627,0.662803833644621,2967815,0.657987199967503,2967815
"1.53","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.985420784785519,2908387,0.986980821266851,2828289,0.781675356291183,2967815,0.763158026568175,2967815
"14","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.997767080582924,2198915,0.998212196236573,2190397,0.381796817692698,2968328,0.380359981173262,2968328
"1.14","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.997437420837523,2450656,0.997909851000537,2439539,0.47002868323295,2968328,0.468072572053416,2968328
"1.24","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.997207675120008,2597119,0.997692459803795,2584137,0.526310019871868,2968328,0.523956831976609,2968328
"1.34","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.995616626076584,2816780,0.9962689758813,2794139,0.652919446080151,2968328,0.648488158532461,2968328
"1.44","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.993833102974806,2860758,0.994673720754173,2828053,0.702679211279502,2968328,0.695942858695059,2968328
"1.54","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.979410273183532,2924371,0.98147649373388,2810591,0.816110766845627,2968328,0.788414340100019,2968328
"15","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.997830748346344,2198915,0.998266730817864,2190658,0.374783421811656,2971811,0.373418702001968,2971811
"1.15","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.997518623584869,2450656,0.99797902547305,2439912,0.461278725722194,2971811,0.459424777589753,2971811
"1.25","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.997302780504089,2597119,0.997773348979861,2584599,0.516546731613437,2971811,0.514321432856358,2971811
"1.35","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.995784903329333,2816780,0.996414704968966,2795028,0.641861278070855,2971811,0.637679638060682,2971811
"1.45","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.994107156215241,2860758,0.99491648639584,2829539,0.691890173689755,2971811,0.6855669917554,2971811
"1.55","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.980053830379251,2924371,0.982054495686235,2814131,0.807814563285884,2971811,0.781259493604308,2971811
"16","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.998002056326591,2243807,0.998402984553985,2236046,0.374783569534772,2968328,0.373534246101406,2968328
"1.16","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.99772866823887,2495012,0.998150505995161,2485004,0.464639468522687,2968328,0.462949400582395,2968328
"1.26","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.997510139758227,2631473,0.997950215036566,2619787,0.519675584331609,2968328,0.517654358328782,2968328
"1.36","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.996084244224154,2830105,0.996679170344219,2809840,0.645588549968422,2968328,0.64177971881154,2968328
"1.46","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.994606308591872,2871132,0.995362557453523,2842515,0.695634239154211,2968328,0.690003175856926,2968328
"1.56","Multinomial",30,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.98316684596076,2928150,0.984989286375621,2835175,0.810594738347973,2968328,0.788896128410709,2968328
"17","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.997933868643783,2243807,0.998347775759088,2235774,0.375948048155046,2971811,0.374653334497432,2971811
"1.17","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.997635281914476,2495012,0.998070095577561,2484579,0.465680166858342,2971811,0.463915956466366,2971811
"1.27","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.997400315336695,2631473,0.99785320471142,2619253,0.520699398789223,2971811,0.518574908583043,2971811
"1.37","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.995892025207545,2830105,0.996509924801216,2808822,0.646286708463702,2971811,0.64226295515278,2971811
"1.47","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.99426010368036,2871132,0.995059950856491,2840660,0.695912703231534,2971811,0.689863843196526,2971811
"1.57","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.981232860338439,2928150,0.983146799417915,2824330,0.809303423312605,2971811,0.78465216801377,2971811
